,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Day,Weekday,Discounted Price,Sell Through Rate
2532,2022-01-26,S002,P0013,Groceries,South,463,171,408,26.16,0,Snowy,0,30.8,Winter,0,152,2022,1,26,Wednesday,26.16,0.3693304535637149
2533,2022-01-26,S002,P0014,Electronics,South,627,94,0,107.38,20,Snowy,1,102.13,Winter,0,102,2022,1,26,Wednesday,85.904,0.14992025518341306
2534,2022-01-26,S002,P0015,Clothing,South,696,64,0,69.81,0,Snowy,0,81.67,Winter,0,101,2022,1,26,Wednesday,69.81,0.09195402298850575
2535,2022-01-26,S002,P0016,Clothing,South,268,67,0,73.78,10,Snowy,0,68.72,Winter,0,59,2022,1,26,Wednesday,66.402,0.25
2536,2022-01-26,S002,P0017,Toys,South,269,35,0,16.3,5,Snowy,0,18.97,Winter,0,41,2022,1,26,Wednesday,15.485,0.13011152416356878
2537,2022-01-26,S002,P0018,Clothing,South,174,156,163,26.89,15,Snowy,1,30.26,Winter,0,136,2022,1,26,Wednesday,22.8565,0.896551724137931
2538,2022-01-26,S002,P0019,Clothing,South,506,84,0,72.59,15,Snowy,1,84.71,Winter,0,88,2022,1,26,Wednesday,61.7015,0.16600790513833993
2539,2022-01-26,S002,P0020,Furniture,South,596,79,0,116.66,10,Snowy,0,134.74,Winter,0,74,2022,1,26,Wednesday,104.994,0.1325503355704698
2540,2022-01-26,S003,P0001,Toys,East,297,103,0,14.21,20,Snowy,1,16.28,Winter,0,112,2022,1,26,Wednesday,11.368000000000002,0.3468013468013468
2541,2022-01-26,S003,P0002,Groceries,East,517,86,0,64.53,0,Snowy,0,61.83,Winter,0,125,2022,1,26,Wednesday,64.53,0.16634429400386846
2542,2022-01-26,S003,P0003,Electronics,East,164,164,160,116.25,0,Snowy,0,126.68,Winter,0,185,2022,1,26,Wednesday,116.25,1.0
2543,2022-01-26,S003,P0004,Groceries,East,197,82,0,24.64,10,Snowy,0,21.51,Winter,0,136,2022,1,26,Wednesday,22.176000000000002,0.41624365482233505
2544,2022-01-26,S003,P0005,Toys,East,445,66,468,23.07,5,Snowy,0,20.96,Winter,0,100,2022,1,26,Wednesday,21.9165,0.14831460674157304
2545,2022-01-26,S003,P0006,Toys,East,176,100,123,34.01,20,Snowy,1,32.31,Winter,0,104,2022,1,26,Wednesday,27.208,0.5681818181818182
2546,2022-01-26,S003,P0007,Groceries,East,1069,56,0,15.44,5,Snowy,0,15.24,Winter,0,82,2022,1,26,Wednesday,14.668,0.052385406922357346
2547,2022-01-26,S003,P0008,Clothing,East,424,69,0,112.71,5,Snowy,0,99.63,Winter,0,88,2022,1,26,Wednesday,107.07449999999999,0.16273584905660377
2548,2022-01-26,S003,P0009,Groceries,East,117,117,111,58.09,0,Snowy,0,62.12,Winter,0,120,2022,1,26,Wednesday,58.09,1.0
2549,2022-01-26,S003,P0010,Groceries,East,81,81,127,40.93,5,Snowy,0,47.55,Winter,0,128,2022,1,26,Wednesday,38.8835,1.0
2550,2022-01-26,S003,P0011,Electronics,East,252,96,0,119.62,10,Snowy,1,143.56,Winter,0,118,2022,1,26,Wednesday,107.658,0.38095238095238093
2551,2022-01-26,S003,P0012,Furniture,East,65,65,0,81.33,20,Snowy,1,88.71,Winter,0,83,2022,1,26,Wednesday,65.06400000000001,1.0
2552,2022-01-26,S003,P0013,Groceries,East,22,22,0,81.35,5,Snowy,0,76.85,Winter,0,133,2022,1,26,Wednesday,77.28249999999998,1.0
2553,2022-01-26,S003,P0014,Groceries,East,326,146,454,100.91,10,Snowy,1,100.45,Winter,0,134,2022,1,26,Wednesday,90.819,0.44785276073619634
2554,2022-01-26,S003,P0015,Groceries,East,442,75,0,90.14,5,Snowy,0,103.09,Winter,0,88,2022,1,26,Wednesday,85.633,0.16968325791855204
2555,2022-01-26,S003,P0016,Electronics,East,230,69,0,92.4,5,Snowy,0,89.66,Winter,0,72,2022,1,26,Wednesday,87.78,0.3
2556,2022-01-26,S003,P0017,Furniture,East,469,44,0,101.57,10,Snowy,0,121.48,Winter,0,54,2022,1,26,Wednesday,91.413,0.09381663113006397
2557,2022-01-26,S003,P0018,Furniture,East,474,75,446,150.5,10,Snowy,1,136.89,Winter,0,125,2022,1,26,Wednesday,135.45000000000002,0.15822784810126583
2558,2022-01-26,S003,P0019,Groceries,East,159,159,142,59.82,15,Snowy,1,53.88,Winter,0,162,2022,1,26,Wednesday,50.847,1.0
2559,2022-01-26,S003,P0020,Clothing,East,387,109,0,87.69,5,Snowy,0,75.44,Winter,0,149,2022,1,26,Wednesday,83.3055,0.28165374677002586
2560,2022-01-26,S004,P0001,Groceries,West,57,57,0,11.18,15,Cloudy,1,10.85,Winter,0,136,2022,1,26,Wednesday,9.503,1.0
2561,2022-01-26,S004,P0002,Groceries,West,371,118,0,22.48,0,Cloudy,0,19.6,Winter,0,114,2022,1,26,Wednesday,22.48,0.31805929919137466
2562,2022-01-26,S004,P0003,Furniture,West,327,48,0,133.23,5,Cloudy,0,119.58,Winter,0,61,2022,1,26,Wednesday,126.56849999999999,0.14678899082568808
2563,2022-01-26,S004,P0004,Groceries,West,444,27,0,38.58,10,Cloudy,0,43.4,Winter,0,37,2022,1,26,Wednesday,34.722,0.060810810810810814
2564,2022-01-26,S004,P0005,Clothing,West,48,48,191,81.27,10,Cloudy,0,93.76,Winter,0,167,2022,1,26,Wednesday,73.143,1.0
2565,2022-01-26,S004,P0006,Groceries,West,222,145,253,35.83,15,Cloudy,1,35.29,Winter,0,127,2022,1,26,Wednesday,30.455499999999997,0.6531531531531531
2566,2022-01-26,S004,P0007,Groceries,West,897,85,0,29.34,0,Cloudy,0,33.07,Winter,0,104,2022,1,26,Wednesday,29.34,0.0947603121516165
2567,2022-01-26,S004,P0008,Furniture,West,93,77,59,90.62,5,Cloudy,0,102.74,Winter,0,65,2022,1,26,Wednesday,86.089,0.8279569892473119
2568,2022-01-26,S004,P0009,Clothing,West,331,41,0,104.3,0,Cloudy,0,90.63,Winter,0,53,2022,1,26,Wednesday,104.3,0.12386706948640483
2569,2022-01-26,S004,P0010,Groceries,West,230,85,0,21.5,10,Cloudy,0,25.46,Winter,0,74,2022,1,26,Wednesday,19.35,0.3695652173913043
2570,2022-01-26,S004,P0011,Clothing,West,606,93,627,54.19,25,Cloudy,1,47.36,Winter,0,140,2022,1,26,Wednesday,40.6425,0.15346534653465346
2571,2022-01-26,S004,P0012,Electronics,West,121,102,86,97.44,20,Cloudy,1,87.42,Winter,0,96,2022,1,26,Wednesday,77.952,0.8429752066115702
2572,2022-01-26,S004,P0013,Groceries,West,689,62,0,17.57,10,Cloudy,0,20.41,Winter,0,83,2022,1,26,Wednesday,15.813,0.0899854862119013
2573,2022-01-26,S004,P0014,Furniture,West,438,140,0,162.48,25,Cloudy,1,140.48,Winter,0,138,2022,1,26,Wednesday,121.85999999999999,0.319634703196347
2574,2022-01-26,S004,P0015,Furniture,West,416,66,0,82.66,10,Cloudy,0,89.25,Winter,0,60,2022,1,26,Wednesday,74.394,0.15865384615384615
2575,2022-01-26,S004,P0016,Furniture,West,210,36,148,105.33,5,Cloudy,0,110.92,Winter,0,58,2022,1,26,Wednesday,100.06349999999999,0.17142857142857143
2576,2022-01-26,S004,P0017,Clothing,West,178,116,129,114.89,0,Cloudy,0,135.48,Winter,0,149,2022,1,26,Wednesday,114.89,0.651685393258427
2577,2022-01-26,S004,P0018,Furniture,West,83,83,112,139.42,25,Cloudy,1,129.98,Winter,0,100,2022,1,26,Wednesday,104.565,1.0
2578,2022-01-26,S004,P0019,Clothing,West,175,99,120,67.11,10,Cloudy,1,57.59,Winter,0,149,2022,1,26,Wednesday,60.399,0.5657142857142857
2579,2022-01-26,S004,P0020,Furniture,West,458,87,0,126.46,5,Cloudy,0,148.65,Winter,0,79,2022,1,26,Wednesday,120.13699999999999,0.18995633187772926
2580,2022-01-26,S005,P0001,Groceries,North,227,190,0,11.76,25,Cloudy,1,13.1,Winter,0,190,2022,1,26,Wednesday,8.82,0.8370044052863436
2581,2022-01-26,S005,P0002,Electronics,North,139,108,0,38.85,10,Cloudy,0,37.48,Winter,0,92,2022,1,26,Wednesday,34.965,0.7769784172661871
2582,2022-01-26,S005,P0003,Toys,North,138,94,99,26.8,10,Cloudy,0,31.09,Winter,0,90,2022,1,26,Wednesday,24.12,0.6811594202898551
2583,2022-01-26,S005,P0004,Groceries,North,130,130,122,7.72,10,Cloudy,0,6.84,Winter,0,116,2022,1,26,Wednesday,6.9479999999999995,1.0
2584,2022-01-26,S005,P0005,Groceries,North,149,64,0,14.67,0,Cloudy,0,15.86,Winter,0,67,2022,1,26,Wednesday,14.67,0.42953020134228187
2585,2022-01-26,S005,P0006,Groceries,North,894,169,0,58.52,15,Cloudy,1,66.23,Winter,0,145,2022,1,26,Wednesday,49.742000000000004,0.1890380313199105
2586,2022-01-26,S005,P0007,Groceries,North,495,217,0,111.49,0,Cloudy,0,109.88,Winter,0,186,2022,1,26,Wednesday,111.49,0.4383838383838384
2587,2022-01-26,S005,P0008,Groceries,North,123,63,79,56.71,0,Cloudy,0,62.64,Winter,0,69,2022,1,26,Wednesday,56.71,0.5121951219512195
2588,2022-01-26,S005,P0009,Groceries,North,279,61,351,96.44,5,Cloudy,0,95.95,Winter,0,100,2022,1,26,Wednesday,91.618,0.21863799283154123
2589,2022-01-26,S005,P0010,Groceries,North,329,108,266,56.83,5,Cloudy,0,62.95,Winter,0,98,2022,1,26,Wednesday,53.988499999999995,0.3282674772036474
2590,2022-01-26,S005,P0011,Electronics,North,436,102,590,83.21,10,Cloudy,1,77.7,Winter,0,123,2022,1,26,Wednesday,74.889,0.23394495412844038
2591,2022-01-26,S005,P0012,Furniture,North,513,108,427,116.22,20,Cloudy,1,126.36,Winter,0,109,2022,1,26,Wednesday,92.976,0.21052631578947367
2592,2022-01-26,S005,P0013,Groceries,North,58,36,0,55.92,10,Cloudy,0,53.34,Winter,0,35,2022,1,26,Wednesday,50.328,0.6206896551724138
2593,2022-01-26,S005,P0014,Furniture,North,319,76,259,145.11,25,Cloudy,1,137.36,Winter,0,105,2022,1,26,Wednesday,108.83250000000001,0.23824451410658307
2594,2022-01-26,S005,P0015,Groceries,North,253,62,0,44.41,10,Cloudy,0,40.18,Winter,0,78,2022,1,26,Wednesday,39.969,0.2450592885375494
2595,2022-01-26,S005,P0016,Toys,North,172,64,0,31.54,0,Cloudy,0,33.42,Winter,0,65,2022,1,26,Wednesday,31.54,0.37209302325581395
2596,2022-01-26,S005,P0017,Toys,North,118,104,86,33.01,10,Cloudy,0,39.8,Winter,0,87,2022,1,26,Wednesday,29.709,0.8813559322033898
2597,2022-01-26,S005,P0018,Clothing,North,121,121,170,21.26,20,Cloudy,1,23.8,Winter,0,161,2022,1,26,Wednesday,17.008000000000003,1.0
2598,2022-01-26,S005,P0019,Furniture,North,198,112,244,145.7,10,Cloudy,1,127.67,Winter,0,103,2022,1,26,Wednesday,131.13,0.5656565656565656
2599,2022-01-26,S005,P0020,Toys,North,122,75,70,29.32,0,Cloudy,0,32.28,Winter,0,79,2022,1,26,Wednesday,29.32,0.6147540983606558
2600,2022-01-27,S001,P0001,Electronics,North,226,93,0,62.8,10,Cloudy,0,70.46,Winter,0,87,2022,1,27,Thursday,56.519999999999996,0.41150442477876104
2601,2022-01-27,S001,P0002,Clothing,North,120,82,102,63.78,10,Cloudy,0,56.32,Winter,0,105,2022,1,27,Thursday,57.402,0.6833333333333333
2602,2022-01-27,S001,P0003,Clothing,North,1249,115,0,54.81,10,Cloudy,0,61.47,Winter,0,127,2022,1,27,Thursday,49.329,0.09207365892714171
2603,2022-01-27,S001,P0004,Electronics,North,227,76,0,97.85,5,Cloudy,0,105.6,Winter,0,81,2022,1,27,Thursday,92.9575,0.33480176211453744
2604,2022-01-27,S001,P0005,Groceries,North,1330,58,0,50.5,5,Cloudy,0,60.92,Winter,0,67,2022,1,27,Thursday,47.974999999999994,0.04360902255639098
2605,2022-01-27,S001,P0006,Toys,North,581,108,0,49.36,10,Cloudy,1,45.38,Winter,0,175,2022,1,27,Thursday,44.424,0.18588640275387264
2606,2022-01-27,S001,P0007,Groceries,North,541,175,677,28.59,10,Cloudy,1,24.78,Winter,0,163,2022,1,27,Thursday,25.731,0.3234750462107209
2607,2022-01-27,S001,P0008,Electronics,North,130,130,110,41.73,20,Cloudy,1,37.16,Winter,0,126,2022,1,27,Thursday,33.384,1.0
2608,2022-01-27,S001,P0009,Clothing,North,185,102,130,98.54,0,Cloudy,0,91.44,Winter,0,110,2022,1,27,Thursday,98.54,0.5513513513513514
2609,2022-01-27,S001,P0010,Furniture,North,407,55,350,135.31,5,Cloudy,0,115.29,Winter,0,90,2022,1,27,Thursday,128.5445,0.13513513513513514
2610,2022-01-27,S001,P0011,Furniture,North,78,78,0,168.01,0,Cloudy,0,198.98,Winter,0,84,2022,1,27,Thursday,168.01,1.0
2611,2022-01-27,S001,P0012,Groceries,North,212,60,0,77.5,0,Cloudy,0,71.87,Winter,0,65,2022,1,27,Thursday,77.5,0.2830188679245283
2612,2022-01-27,S001,P0013,Toys,North,86,82,130,29.74,20,Cloudy,1,34.43,Winter,0,131,2022,1,27,Thursday,23.792,0.9534883720930233
2613,2022-01-27,S001,P0014,Groceries,North,771,129,0,79.24,0,Cloudy,0,70.57,Winter,0,108,2022,1,27,Thursday,79.24,0.16731517509727625
2614,2022-01-27,S001,P0015,Toys,North,123,75,112,15.67,10,Cloudy,1,17.3,Winter,0,120,2022,1,27,Thursday,14.103,0.6097560975609756
2615,2022-01-27,S001,P0016,Groceries,North,617,208,485,40.92,20,Cloudy,1,44.95,Winter,0,194,2022,1,27,Thursday,32.736000000000004,0.3371150729335494
2616,2022-01-27,S001,P0017,Toys,North,140,51,0,18.97,5,Cloudy,0,22.12,Winter,0,58,2022,1,27,Thursday,18.0215,0.36428571428571427
2617,2022-01-27,S001,P0018,Groceries,North,291,121,0,59.33,10,Cloudy,0,56.52,Winter,0,107,2022,1,27,Thursday,53.397,0.41580756013745707
2618,2022-01-27,S001,P0019,Furniture,North,72,72,79,103.59,10,Cloudy,1,109.38,Winter,0,80,2022,1,27,Thursday,93.23100000000001,1.0
2619,2022-01-27,S001,P0020,Furniture,North,301,90,336,125.02,5,Cloudy,0,111.09,Winter,0,88,2022,1,27,Thursday,118.76899999999999,0.29900332225913623
2620,2022-01-27,S002,P0001,Groceries,South,732,91,0,72.01,10,Cloudy,0,85.94,Winter,0,94,2022,1,27,Thursday,64.80900000000001,0.12431693989071038
2621,2022-01-27,S002,P0002,Toys,South,211,55,177,28.48,10,Cloudy,0,31.47,Winter,0,82,2022,1,27,Thursday,25.632,0.26066350710900477
2622,2022-01-27,S002,P0003,Groceries,South,617,117,0,80.61,10,Cloudy,0,86.97,Winter,0,130,2022,1,27,Thursday,72.549,0.18962722852512157
2623,2022-01-27,S002,P0004,Groceries,South,206,30,0,35.39,0,Cloudy,0,35.0,Winter,0,36,2022,1,27,Thursday,35.39,0.14563106796116504
2624,2022-01-27,S002,P0005,Electronics,South,597,30,0,74.35,5,Cloudy,0,88.55,Winter,0,49,2022,1,27,Thursday,70.6325,0.05025125628140704
2625,2022-01-27,S002,P0006,Clothing,South,157,132,168,58.08,25,Cloudy,1,61.49,Winter,0,149,2022,1,27,Thursday,43.56,0.8407643312101911
2626,2022-01-27,S002,P0007,Toys,South,284,67,178,24.58,10,Cloudy,1,22.28,Winter,0,68,2022,1,27,Thursday,22.122,0.23591549295774647
2627,2022-01-27,S002,P0008,Groceries,South,96,96,150,23.21,20,Cloudy,1,26.64,Winter,0,136,2022,1,27,Thursday,18.568,1.0
2628,2022-01-27,S002,P0009,Groceries,South,292,71,0,59.7,0,Cloudy,0,69.03,Winter,0,85,2022,1,27,Thursday,59.7,0.24315068493150685
2629,2022-01-27,S002,P0010,Groceries,South,126,97,69,76.47,10,Cloudy,0,91.77,Winter,0,85,2022,1,27,Thursday,68.82300000000001,0.7698412698412699
2630,2022-01-27,S002,P0011,Groceries,South,607,133,0,95.98,5,Cloudy,0,110.84,Winter,0,116,2022,1,27,Thursday,91.181,0.21911037891268534
2631,2022-01-27,S002,P0012,Electronics,South,440,114,307,68.83,5,Cloudy,0,58.96,Winter,0,95,2022,1,27,Thursday,65.3885,0.2590909090909091
2632,2022-01-27,S002,P0013,Groceries,South,292,60,0,17.91,10,Cloudy,1,16.42,Winter,0,53,2022,1,27,Thursday,16.119,0.2054794520547945
2633,2022-01-27,S002,P0014,Electronics,South,533,73,0,125.92,0,Cloudy,0,147.34,Winter,0,98,2022,1,27,Thursday,125.92,0.13696060037523453
2634,2022-01-27,S002,P0015,Clothing,South,1335,153,0,70.12,15,Cloudy,1,60.34,Winter,0,138,2022,1,27,Thursday,59.602000000000004,0.1146067415730337
2635,2022-01-27,S002,P0016,Clothing,South,201,130,414,98.71,20,Cloudy,1,103.99,Winter,0,213,2022,1,27,Thursday,78.968,0.6467661691542289
2636,2022-01-27,S002,P0017,Toys,South,234,59,279,20.91,5,Cloudy,0,20.87,Winter,0,94,2022,1,27,Thursday,19.8645,0.25213675213675213
2637,2022-01-27,S002,P0018,Clothing,South,181,115,0,30.87,0,Cloudy,0,30.74,Winter,0,112,2022,1,27,Thursday,30.87,0.6353591160220995
2638,2022-01-27,S002,P0019,Clothing,South,422,78,0,70.66,25,Cloudy,1,69.58,Winter,0,102,2022,1,27,Thursday,52.995,0.1848341232227488
2639,2022-01-27,S002,P0020,Furniture,South,517,60,0,134.53,5,Cloudy,0,128.21,Winter,0,85,2022,1,27,Thursday,127.8035,0.11605415860735009
2640,2022-01-27,S003,P0001,Toys,East,194,48,0,14.5,5,Snowy,0,13.79,Winter,0,54,2022,1,27,Thursday,13.774999999999999,0.24742268041237114
2641,2022-01-27,S003,P0002,Groceries,East,431,114,397,54.47,10,Snowy,0,65.28,Winter,0,121,2022,1,27,Thursday,49.023,0.26450116009280744
2642,2022-01-27,S003,P0003,Electronics,East,160,80,109,94.37,0,Snowy,0,82.14,Winter,0,95,2022,1,27,Thursday,94.37,0.5
2643,2022-01-27,S003,P0004,Groceries,East,115,83,0,26.51,0,Snowy,0,23.11,Winter,0,125,2022,1,27,Thursday,26.51,0.7217391304347827
2644,2022-01-27,S003,P0005,Toys,East,379,89,0,27.98,0,Snowy,0,26.69,Winter,0,147,2022,1,27,Thursday,27.98,0.23482849604221637
2645,2022-01-27,S003,P0006,Toys,East,199,86,0,34.69,15,Snowy,1,31.22,Winter,0,92,2022,1,27,Thursday,29.486499999999996,0.4321608040201005
2646,2022-01-27,S003,P0007,Groceries,East,1013,110,0,14.61,25,Snowy,1,16.98,Winter,0,157,2022,1,27,Thursday,10.9575,0.10858835143139191
2647,2022-01-27,S003,P0008,Clothing,East,355,131,305,114.0,20,Snowy,1,97.5,Winter,0,147,2022,1,27,Thursday,91.2,0.36901408450704226
2648,2022-01-27,S003,P0009,Groceries,East,111,37,0,40.94,5,Snowy,0,45.7,Winter,0,36,2022,1,27,Thursday,38.892999999999994,0.3333333333333333
2649,2022-01-27,S003,P0010,Groceries,East,127,95,107,40.72,0,Snowy,0,49.25,Winter,0,110,2022,1,27,Thursday,40.72,0.7480314960629921
2650,2022-01-27,S003,P0011,Electronics,East,595,42,0,102.63,5,Snowy,0,94.12,Winter,0,44,2022,1,27,Thursday,97.49849999999999,0.07058823529411765
2651,2022-01-27,S003,P0012,Furniture,East,286,68,0,88.75,10,Snowy,0,83.91,Winter,0,60,2022,1,27,Thursday,79.875,0.23776223776223776
2652,2022-01-27,S003,P0013,Groceries,East,639,117,632,77.42,15,Snowy,1,85.07,Winter,0,174,2022,1,27,Thursday,65.807,0.18309859154929578
2653,2022-01-27,S003,P0014,Groceries,East,180,145,0,111.18,0,Snowy,0,131.78,Winter,0,149,2022,1,27,Thursday,111.18,0.8055555555555556
2654,2022-01-27,S003,P0015,Groceries,East,367,159,785,99.84,25,Snowy,1,116.33,Winter,0,206,2022,1,27,Thursday,74.88,0.4332425068119891
2655,2022-01-27,S003,P0016,Electronics,East,161,120,223,94.83,10,Snowy,1,109.34,Winter,0,111,2022,1,27,Thursday,85.347,0.7453416149068323
2656,2022-01-27,S003,P0017,Furniture,East,425,48,0,95.82,10,Snowy,0,108.25,Winter,0,40,2022,1,27,Thursday,86.238,0.11294117647058824
2657,2022-01-27,S003,P0018,Furniture,East,399,71,0,131.32,5,Snowy,0,152.78,Winter,0,82,2022,1,27,Thursday,124.75399999999999,0.17794486215538846
2658,2022-01-27,S003,P0019,Groceries,East,142,142,200,66.24,20,Snowy,1,63.63,Winter,0,227,2022,1,27,Thursday,52.992,1.0
2659,2022-01-27,S003,P0020,Clothing,East,942,171,0,94.9,5,Snowy,0,92.7,Winter,0,178,2022,1,27,Thursday,90.155,0.18152866242038215
2660,2022-01-27,S004,P0001,Groceries,West,629,126,0,10.63,10,Snowy,0,11.87,Winter,0,117,2022,1,27,Thursday,9.567,0.20031796502384738
2661,2022-01-27,S004,P0002,Groceries,West,253,109,0,20.4,5,Snowy,0,19.31,Winter,0,100,2022,1,27,Thursday,19.38,0.4308300395256917
2662,2022-01-27,S004,P0003,Furniture,West,279,65,0,130.48,0,Snowy,0,150.58,Winter,0,56,2022,1,27,Thursday,130.48,0.23297491039426524
2663,2022-01-27,S004,P0004,Groceries,West,417,94,408,59.62,0,Snowy,0,52.43,Winter,0,114,2022,1,27,Thursday,59.62,0.22541966426858512
2664,2022-01-27,S004,P0005,Clothing,West,191,60,0,73.97,0,Snowy,0,80.71,Winter,0,99,2022,1,27,Thursday,73.97,0.31413612565445026
2665,2022-01-27,S004,P0006,Groceries,West,77,77,0,26.48,25,Snowy,1,30.86,Winter,0,88,2022,1,27,Thursday,19.86,1.0
2666,2022-01-27,S004,P0007,Groceries,West,812,83,0,22.78,25,Snowy,1,24.11,Winter,0,115,2022,1,27,Thursday,17.085,0.1022167487684729
2667,2022-01-27,S004,P0008,Furniture,West,75,75,80,90.08,20,Snowy,1,76.65,Winter,0,98,2022,1,27,Thursday,72.06400000000001,1.0
2668,2022-01-27,S004,P0009,Clothing,West,290,25,0,82.89,10,Snowy,0,81.09,Winter,0,23,2022,1,27,Thursday,74.601,0.08620689655172414
2669,2022-01-27,S004,P0010,Groceries,West,930,106,0,29.8,0,Snowy,0,26.9,Winter,0,125,2022,1,27,Thursday,29.8,0.11397849462365592
2670,2022-01-27,S004,P0011,Clothing,West,513,78,0,62.37,0,Snowy,0,60.21,Winter,0,93,2022,1,27,Thursday,62.37,0.15204678362573099
2671,2022-01-27,S004,P0012,Electronics,West,105,105,117,118.16,0,Snowy,0,130.69,Winter,0,103,2022,1,27,Thursday,118.16,1.0
2672,2022-01-27,S004,P0013,Groceries,West,627,207,638,24.94,15,Snowy,1,26.78,Winter,0,227,2022,1,27,Thursday,21.199,0.33014354066985646
2673,2022-01-27,S004,P0014,Furniture,West,298,66,0,152.88,5,Snowy,0,169.47,Winter,0,63,2022,1,27,Thursday,145.236,0.2214765100671141
2674,2022-01-27,S004,P0015,Furniture,West,350,70,0,73.51,25,Snowy,1,87.16,Winter,0,77,2022,1,27,Thursday,55.13250000000001,0.2
2675,2022-01-27,S004,P0016,Furniture,West,174,115,526,112.83,25,Snowy,1,130.59,Winter,0,151,2022,1,27,Thursday,84.6225,0.6609195402298851
2676,2022-01-27,S004,P0017,Clothing,West,191,90,0,106.27,0,Snowy,0,104.04,Winter,0,106,2022,1,27,Thursday,106.27,0.4712041884816754
2677,2022-01-27,S004,P0018,Furniture,West,112,112,101,168.01,10,Snowy,0,201.73,Winter,0,118,2022,1,27,Thursday,151.209,1.0
2678,2022-01-27,S004,P0019,Clothing,West,196,73,0,49.45,15,Snowy,1,55.82,Winter,0,86,2022,1,27,Thursday,42.0325,0.37244897959183676
2679,2022-01-27,S004,P0020,Furniture,West,371,23,0,99.01,10,Snowy,0,115.52,Winter,0,30,2022,1,27,Thursday,89.10900000000001,0.06199460916442048
2680,2022-01-27,S005,P0001,Groceries,North,328,85,0,11.94,5,Cloudy,0,11.78,Winter,0,96,2022,1,27,Thursday,11.342999999999998,0.25914634146341464
2681,2022-01-27,S005,P0002,Electronics,North,340,101,0,36.36,10,Cloudy,0,40.26,Winter,0,87,2022,1,27,Thursday,32.724000000000004,0.29705882352941176
2682,2022-01-27,S005,P0003,Toys,North,143,55,72,29.18,0,Cloudy,0,27.37,Winter,0,70,2022,1,27,Thursday,29.18,0.38461538461538464
2683,2022-01-27,S005,P0004,Groceries,North,122,113,83,8.02,0,Cloudy,0,7.86,Winter,0,95,2022,1,27,Thursday,8.02,0.9262295081967213
2684,2022-01-27,S005,P0005,Groceries,North,263,92,0,17.05,0,Cloudy,0,14.57,Winter,0,96,2022,1,27,Thursday,17.05,0.34980988593155893
2685,2022-01-27,S005,P0006,Groceries,North,725,88,0,50.68,20,Cloudy,1,58.35,Winter,0,117,2022,1,27,Thursday,40.544000000000004,0.12137931034482759
2686,2022-01-27,S005,P0007,Groceries,North,278,185,321,78.71,25,Cloudy,1,78.38,Winter,0,163,2022,1,27,Thursday,59.0325,0.6654676258992805
2687,2022-01-27,S005,P0008,Groceries,North,139,139,179,61.76,20,Cloudy,1,69.06,Winter,0,167,2022,1,27,Thursday,49.408,1.0
2688,2022-01-27,S005,P0009,Groceries,North,218,60,0,82.93,0,Cloudy,0,98.03,Winter,0,57,2022,1,27,Thursday,82.93,0.27522935779816515
2689,2022-01-27,S005,P0010,Groceries,North,221,74,0,61.21,5,Cloudy,0,72.76,Winter,0,122,2022,1,27,Thursday,58.149499999999996,0.334841628959276
2690,2022-01-27,S005,P0011,Electronics,North,334,61,0,67.19,10,Cloudy,0,66.71,Winter,0,60,2022,1,27,Thursday,60.471,0.18263473053892215
2691,2022-01-27,S005,P0012,Furniture,North,405,81,0,123.94,10,Cloudy,0,116.69,Winter,0,78,2022,1,27,Thursday,111.546,0.2
2692,2022-01-27,S005,P0013,Groceries,North,537,140,0,67.91,20,Cloudy,1,78.97,Winter,0,140,2022,1,27,Thursday,54.328,0.260707635009311
2693,2022-01-27,S005,P0014,Furniture,North,243,41,0,166.62,0,Cloudy,0,144.51,Winter,0,62,2022,1,27,Thursday,166.62,0.16872427983539096
2694,2022-01-27,S005,P0015,Groceries,North,191,90,285,42.39,25,Cloudy,1,50.16,Winter,0,137,2022,1,27,Thursday,31.7925,0.4712041884816754
2695,2022-01-27,S005,P0016,Toys,North,108,108,458,40.78,10,Cloudy,1,36.38,Winter,0,164,2022,1,27,Thursday,36.702000000000005,1.0
2696,2022-01-27,S005,P0017,Toys,North,100,100,108,40.41,0,Cloudy,0,39.43,Winter,0,101,2022,1,27,Thursday,40.41,1.0
2697,2022-01-27,S005,P0018,Clothing,North,170,93,159,25.36,5,Cloudy,0,23.59,Winter,0,144,2022,1,27,Thursday,24.092,0.5470588235294118
2698,2022-01-27,S005,P0019,Furniture,North,86,80,0,124.15,15,Cloudy,1,133.97,Winter,0,88,2022,1,27,Thursday,105.5275,0.9302325581395349
2699,2022-01-27,S005,P0020,Toys,North,117,54,73,29.94,5,Cloudy,0,29.25,Winter,0,85,2022,1,27,Thursday,28.443,0.46153846153846156
2700,2022-01-28,S001,P0001,Electronics,North,464,201,343,80.4,20,Sunny,1,73.36,Winter,0,194,2022,1,28,Friday,64.32000000000001,0.4331896551724138
2701,2022-01-28,S001,P0002,Clothing,North,140,140,186,74.5,10,Sunny,0,83.59,Winter,0,176,2022,1,28,Friday,67.05,1.0
2702,2022-01-28,S001,P0003,Clothing,North,1134,141,0,79.72,0,Sunny,0,68.76,Winter,0,208,2022,1,28,Friday,79.72,0.12433862433862433
